kb_id,chunk_type,title,base_food_name,aliases,category,meal_time,diet_tags,health_tags,budget_myr_per_serving,calories,carbohydrates_g,protein_g,fat_g,fibre_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg_estimated,iron_mg_estimated,glycemic_index,halal,vegan,lactose_free,soy_free,nut_free,coconut_free,shellfish_free,recommendation,avoid_reason,modifications,cheaper_alternatives,meal_plan_notes,rag_text,source,confidence
kb_03979,condition_food_rule,Ckd - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,ckd,"ckd, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For chronic kidney disease, Tom Yam Noodle Soup is limit for CKD unless clinician approves. Estimated sodium 1150 mg, po",,"For chronic kidney disease, Tom Yam Noodle Soup is limit for CKD unless clinician approves. Estimated sodium 1150 mg, potassium 520 mg and phosphorus 312 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian.",,,"Condition rule: ckd and Tom Yam Noodle Soup. For chronic kidney disease, Tom Yam Noodle Soup is limit for CKD unless clinician approves. Estimated sodium 1150 mg, potassium 520 mg and phosphorus 312 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian. Use this row when the query mentions ckd, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03980,condition_food_rule,Gout - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,gout,"gout, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For gout, Tom Yam Noodle Soup is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and la",,"For gout, Tom Yam Noodle Soup is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks.",,,"Condition rule: gout and Tom Yam Noodle Soup. For gout, Tom Yam Noodle Soup is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks. Use this row when the query mentions gout, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03981,condition_food_rule,Iron Deficiency - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,iron_deficiency,"iron_deficiency, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For iron deficiency, Tom Yam Noodle Soup is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foo",,"For iron deficiency, Tom Yam Noodle Soup is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals.",,,"Condition rule: iron deficiency and Tom Yam Noodle Soup. For iron deficiency, Tom Yam Noodle Soup is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals. Use this row when the query mentions iron deficiency, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03982,condition_food_rule,Lactose Intolerance - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,lactose_intolerance,"lactose_intolerance, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For lactose intolerance, Tom Yam Noodle Soup is usually suitable; avoid milk, condensed milk, dairy desserts and teh tar",,"For lactose intolerance, Tom Yam Noodle Soup is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Tom Yam Noodle Soup. For lactose intolerance, Tom Yam Noodle Soup is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03983,condition_food_rule,Muscle Gain - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,muscle_gain,"muscle_gain, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For muscle gain, Tom Yam Noodle Soup has 24.0 g protein and about 510.0 kcal. Use higher-protein options across breakfas",,"For muscle gain, Tom Yam Noodle Soup has 24.0 g protein and about 510.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Tom Yam Noodle Soup. For muscle gain, Tom Yam Noodle Soup has 24.0 g protein and about 510.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03984,condition_food_rule,Fat Loss - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,fat_loss,"fat_loss, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For fat loss, Tom Yam Noodle Soup provides about 510.0 kcal. Prefer high protein, high fibre and lower-oil versions; avo",,"For fat loss, Tom Yam Noodle Soup provides about 510.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Tom Yam Noodle Soup. For fat loss, Tom Yam Noodle Soup provides about 510.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03985,condition_food_rule,Vegan Keto - Tom Yam Noodle Soup,Tom Yam Noodle Soup,,Noodle Dish,,vegan_keto,"vegan_keto, very high sodium, high potassium, high phosphorus, avoid or occasional, low purine choice",6.5,510.0,64.0,24.0,14.0,4.0,7.0,1150.0,520.0,312.0,0.7,68.0,yes,yes,yes,yes,yes,yes,yes,"For vegan keto, Tom Yam Noodle Soup has 64.0 g carbs and 24.0 g protein. It is vegan and too high in carbs for strict ke",,"For vegan keto, Tom Yam Noodle Soup has 64.0 g carbs and 24.0 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult.",,,"Condition rule: vegan keto and Tom Yam Noodle Soup. For vegan keto, Tom Yam Noodle Soup has 64.0 g carbs and 24.0 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult. Use this row when the query mentions vegan keto, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03986,condition_food_rule,Hypertension - Roti Canai,Roti Canai,,Bread,,hypertension,"hypertension, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For hypertension, Roti Canai is limit or modify because sodium is about 520 mg per serving. Choose less sauce/gravy, no ",,"For hypertension, Roti Canai is limit or modify because sodium is about 520 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions.",,,"Condition rule: hypertension and Roti Canai. For hypertension, Roti Canai is limit or modify because sodium is about 520 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions. Use this row when the query mentions hypertension, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03987,condition_food_rule,Diabetes - Roti Canai,Roti Canai,,Bread,,diabetes,"diabetes, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For diabetes, Roti Canai is limit portion because carbohydrate is about 38.0 g and GI is 70.0. Keep carbohydrate portion",,"For diabetes, Roti Canai is limit portion because carbohydrate is about 38.0 g and GI is 70.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks.",,,"Condition rule: diabetes and Roti Canai. For diabetes, Roti Canai is limit portion because carbohydrate is about 38.0 g and GI is 70.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks. Use this row when the query mentions diabetes, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03988,condition_food_rule,Ckd - Roti Canai,Roti Canai,,Bread,,ckd,"ckd, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For chronic kidney disease, Roti Canai is limit for CKD unless clinician approves. Estimated sodium 520 mg, potassium 12",,"For chronic kidney disease, Roti Canai is limit for CKD unless clinician approves. Estimated sodium 520 mg, potassium 120 mg and phosphorus 91 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian.",,,"Condition rule: ckd and Roti Canai. For chronic kidney disease, Roti Canai is limit for CKD unless clinician approves. Estimated sodium 520 mg, potassium 120 mg and phosphorus 91 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian. Use this row when the query mentions ckd, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03989,condition_food_rule,Gout - Roti Canai,Roti Canai,,Bread,,gout,"gout, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For gout, Roti Canai is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large porti",,"For gout, Roti Canai is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks.",,,"Condition rule: gout and Roti Canai. For gout, Roti Canai is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks. Use this row when the query mentions gout, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03990,condition_food_rule,Iron Deficiency - Roti Canai,Roti Canai,,Bread,,iron_deficiency,"iron_deficiency, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For iron deficiency, Roti Canai is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with v",,"For iron deficiency, Roti Canai is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals.",,,"Condition rule: iron deficiency and Roti Canai. For iron deficiency, Roti Canai is not a main iron source with estimated iron about 0.7 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals. Use this row when the query mentions iron deficiency, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03991,condition_food_rule,Lactose Intolerance - Roti Canai,Roti Canai,,Bread,,lactose_intolerance,"lactose_intolerance, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For lactose intolerance, Roti Canai is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless",,"For lactose intolerance, Roti Canai is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Roti Canai. For lactose intolerance, Roti Canai is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03992,condition_food_rule,Muscle Gain - Roti Canai,Roti Canai,,Bread,,muscle_gain,"muscle_gain, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For muscle gain, Roti Canai has 7.0 g protein and about 320.0 kcal. Use higher-protein options across breakfast, lunch, ",,"For muscle gain, Roti Canai has 7.0 g protein and about 320.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Roti Canai. For muscle gain, Roti Canai has 7.0 g protein and about 320.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03993,condition_food_rule,Fat Loss - Roti Canai,Roti Canai,,Bread,,fat_loss,"fat_loss, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For fat loss, Roti Canai provides about 320.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversi",,"For fat loss, Roti Canai provides about 320.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Roti Canai. For fat loss, Roti Canai provides about 320.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03994,condition_food_rule,Vegan Keto - Roti Canai,Roti Canai,,Bread,,vegan_keto,"vegan_keto, high sodium, low potassium, low phosphorus, limit portion, low purine choice",1.8,320.0,38.0,7.0,16.0,2.0,2.0,520.0,120.0,91.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,"For vegan keto, Roti Canai has 38.0 g carbs and 7.0 g protein. It is vegan and too high in carbs for strict keto; soy/nu",,"For vegan keto, Roti Canai has 38.0 g carbs and 7.0 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult.",,,"Condition rule: vegan keto and Roti Canai. For vegan keto, Roti Canai has 38.0 g carbs and 7.0 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult. Use this row when the query mentions vegan keto, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03995,condition_food_rule,Hypertension - Roti Telur,Roti Telur,,Bread,,hypertension,"hypertension, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For hypertension, Roti Telur is limit or modify because sodium is about 620 mg per serving. Choose less sauce/gravy, no ",,"For hypertension, Roti Telur is limit or modify because sodium is about 620 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions.",,,"Condition rule: hypertension and Roti Telur. For hypertension, Roti Telur is limit or modify because sodium is about 620 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions. Use this row when the query mentions hypertension, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03996,condition_food_rule,Diabetes - Roti Telur,Roti Telur,,Bread,,diabetes,"diabetes, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For diabetes, Roti Telur is limit portion because carbohydrate is about 42.0 g and GI is 69.0. Keep carbohydrate portion",,"For diabetes, Roti Telur is limit portion because carbohydrate is about 42.0 g and GI is 69.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks.",,,"Condition rule: diabetes and Roti Telur. For diabetes, Roti Telur is limit portion because carbohydrate is about 42.0 g and GI is 69.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks. Use this row when the query mentions diabetes, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03997,condition_food_rule,Ckd - Roti Telur,Roti Telur,,Bread,,ckd,"ckd, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For chronic kidney disease, Roti Telur is limit for CKD unless clinician approves. Estimated sodium 620 mg, potassium 19",,"For chronic kidney disease, Roti Telur is limit for CKD unless clinician approves. Estimated sodium 620 mg, potassium 190 mg and phosphorus 182 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian.",,,"Condition rule: ckd and Roti Telur. For chronic kidney disease, Roti Telur is limit for CKD unless clinician approves. Estimated sodium 620 mg, potassium 190 mg and phosphorus 182 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian. Use this row when the query mentions ckd, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03998,condition_food_rule,Gout - Roti Telur,Roti Telur,,Bread,,gout,"gout, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For gout, Roti Telur is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large porti",,"For gout, Roti Telur is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks.",,,"Condition rule: gout and Roti Telur. For gout, Roti Telur is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks. Use this row when the query mentions gout, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_03999,condition_food_rule,Iron Deficiency - Roti Telur,Roti Telur,,Bread,,iron_deficiency,"iron_deficiency, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For iron deficiency, Roti Telur is not a main iron source with estimated iron about 1.0 mg. Pair plant iron foods with v",,"For iron deficiency, Roti Telur is not a main iron source with estimated iron about 1.0 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals.",,,"Condition rule: iron deficiency and Roti Telur. For iron deficiency, Roti Telur is not a main iron source with estimated iron about 1.0 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals. Use this row when the query mentions iron deficiency, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04000,condition_food_rule,Lactose Intolerance - Roti Telur,Roti Telur,,Bread,,lactose_intolerance,"lactose_intolerance, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For lactose intolerance, Roti Telur is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless",,"For lactose intolerance, Roti Telur is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Roti Telur. For lactose intolerance, Roti Telur is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_04001,condition_food_rule,Muscle Gain - Roti Telur,Roti Telur,,Bread,,muscle_gain,"muscle_gain, high sodium, moderate potassium, moderate phosphorus, limit portion, low purine choice",2.2,420.0,42.0,14.0,22.0,2.0,2.0,620.0,190.0,182.0,1.0,69.0,yes,no,yes,yes,yes,yes,yes,"For muscle gain, Roti Telur has 14.0 g protein and about 420.0 kcal. Use higher-protein options across breakfast, lunch,",,"For muscle gain, Roti Telur has 14.0 g protein and about 420.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Roti Telur. For muscle gain, Roti Telur has 14.0 g protein and about 420.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
